question_id,question,reference,dataset_name
0d9251260baf11ebab90acde48001122,Who is the sibling-in-law of Jean Tangye?,Nigel Tangye,wiki
d977eef20bd911eba7f7acde48001122,Why did the director of film The Devil'S Playground (1937 Film) die?,Parkinson,wiki
dcb113fc088011ebbd6dac1f6bf848b6,Are both director of film The Debt (1917 Film) and director of film The Forbidden Thing from the same country?,yes,wiki
754af08e0bdc11eba7f7acde48001122,Who is the father of the performer of song Don'T Touch My Hair?,Mathew Knowles,wiki
7c292ecc0bda11eba7f7acde48001122,Who is the spouse of the director of film Her Marriage Vow?,Mary Eaton,wiki
eb3fa6d00bdd11eba7f7acde48001122,Which country Jamasp's father is from?,Persian,wiki
40b044fb088511ebbd6dac1f6bf848b6,Are Janise Yntema and Bianca Halstead from the same country?,yes,wiki
b6bbd79e08e511ebbda4ac1f6bf848b6,Are both Tiffany Jones (Film) and Trent'S Last Case (1920 Film) from the same country?,yes,wiki
025318340bde11eba7f7acde48001122,Where does the director of film Reel Bad Arabs work at?,University of Massachusetts Amherst,wiki
1f98da44088111ebbd6dac1f6bf848b6,"Which film whose director is younger, Venus Of Venice or The Caper Of The Golden Bulls?",The Caper Of The Golden Bulls,wiki
d69310fe08b911ebbd88ac1f6bf848b6,"Which film has the director who was born first, Suyetchai Mla or The Rocky Horror Picture Show?",The Rocky Horror Picture Show,wiki
c7417f2208d811ebbd9cac1f6bf848b6,Did R. D. Call and Taryn Power share the same nationality?,yes,wiki
1bdc6bd9088811ebbd6eac1f6bf848b6,"Which film has the director who died first, The Flyin' Cowboy or From Morn To Midnight?",From Morn To Midnight,wiki
6588c836088711ebbd6dac1f6bf848b6,"Which film has the director who died earlier, Oi Kyries Tis Avlis or Maurin Of The Moors?",Maurin Of The Moors,wiki
5750bfd20bdc11eba7f7acde48001122,Who is the spouse of the director of film Worldly Goods?,Jean Harlow,wiki
b2858d44089911ebbd77ac1f6bf848b6,"Are both movies, Photograph (Film) and Best Night Ever, from the same country?",yes,wiki
fc132eba0baf11ebab90acde48001122,Who is the paternal grandfather of Thankmar?,Otto I,wiki
2e99eb8e0bde11eba7f7acde48001122,What is the place of birth of the director of film Visions Of Light?,American,wiki
b62550940bdd11eba7f7acde48001122,Where did Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck's father die?,Reval,wiki
ee5435080bdc11eba7f7acde48001122,What is the place of birth of Constance Of Arles's husband?,Orléans,wiki
e06bb25e08c611ebbd91ac1f6bf848b6,"Who has a wider scope of profession, Michael D. Antonovich or Péter Máté?",Péter Máté,wiki
86d1025008c611ebbd90ac1f6bf848b6,"Are both universities, African Institute For Future Studies and University Of Kisangani, located in the same country?",yes,wiki
60f247280bdb11eba7f7acde48001122,What is the place of birth of the director of film Yoogan?,Kovilpatti,wiki
e6bdda040bd911eba7f7acde48001122,Where was the director of film Life Of An Actress born?,"Memphis, Tennessee",wiki
f1a04d600bdb11eba7f7acde48001122,What is the place of birth of the director of film Dollar (1938 Film)?,Helsingfors,wiki
e1a43dce086e11ebbd62ac1f6bf848b6,"Which film has the director died later, The Man In The Raincoat or Secret Of Treasure Mountain?",Secret Of Treasure Mountain,wiki
f5a549f20bda11eba7f7acde48001122,Where was the performer of song Hard Feelings/Loveless born?,Takapuna,wiki
6b6abb6808a211ebbd7aac1f6bf848b6,"Which film has the director who died earlier, Ma And Pa Kettle Go To Town or Malibu Express?",Ma And Pa Kettle Go To Town,wiki
bd0b3c42092211ebbdaeac1f6bf848b6,"Which film was released more recently, Kuch Kuch Hota Hai or Kalakalappu 2?",Kalakalappu 2,wiki
0caf84e40bb011ebab90acde48001122,"Who is the paternal grandmother of Marco Torlonia, 6Th Prince Of Civitella-Cesi?",Mary Elsie Moore,wiki
4dc805ee085611ebbd59ac1f6bf848b6,"Are both churches, Basilica Of St. Lucia, Timotes and Saint Augustine By The Sea Catholic Church, located in the same country?",no,wiki
5ee5d6ca08e811ebbda6ac1f6bf848b6,"Which film was released earlier, My Wife'S Best Friend or 5 Days Of War?",My Wife'S Best Friend,wiki
008c393e088411ebbd6dac1f6bf848b6,"Which film has the director born later, Bride For Sale or Veena Meettiya Vilangukal?",Veena Meettiya Vilangukal,wiki
5c09ba740bdc11eba7f7acde48001122,Which country Philippa Mohun's husband is from?,English,wiki
41e2469e0bdb11eba7f7acde48001122,Which country Henry Marc Brunel's father is from?,British,wiki
342a8f3d085411ebbd59ac1f6bf848b6,"Which film was released first, Gulf Stream Under The Iceberg or Into The Blue 2: The Reef?",Into The Blue 2: The Reef,wiki
384a387e0bb011ebab90acde48001122,"Who is Archduke Karl Pius Of Austria, Prince Of Tuscany's father?",Archduke Leopold Salvator of Austria,wiki
9e38fbba093611ebbdaeac1f6bf848b6,"Which film was released more recently, Abla Ki Shakti or L'Affittacamere?",L'Affittacamere,wiki
3208a1cc0baf11ebab90acde48001122,"Who is the paternal grandmother of John, Duke Of Durazzo?",Beatrice of Provence,wiki
dc77c1fc0bdb11eba7f7acde48001122,Which award the director of film Two Captains (Film) won?,People's Artist of the RSFSR,wiki
63223ade08b711ebbd88ac1f6bf848b6,"Which film has the director who was born later, March Of The Penguins or Rézi Friday?",March Of The Penguins,wiki
cd484d800bdd11eba7f7acde48001122,What nationality is John P. Angelos's father?,American,wiki
7f64d7820bdd11eba7f7acde48001122,What is the award that the director of film Knockout (2011 Film) got?,Officer of the Order of Canada,wiki
7e85cec80bda11eba7f7acde48001122,Which country the director of film Batman: The Dark Knight Returns (Film) is from?,American,wiki
f8cb5c6b087511ebbd67ac1f6bf848b6,"Who died earlier, Ian Deans or Badlu Singh?",Badlu Singh,wiki
bbfe9c84087511ebbd67ac1f6bf848b6,"Which film has the director born first, Mutiny (1952 Film) or The Eagle'S Feather?",The Eagle'S Feather,wiki
050fa39608df11ebbd9fac1f6bf848b6,"Which film has the director who died earlier, Shoot-Out At Medicine Bend or A Song Is Born?",A Song Is Born,wiki
70ac87dc08e511ebbda4ac1f6bf848b6,Are both Apa Mare (Bega) and Bistra (Mureș) located in the same country?,yes,wiki
43e8cfdc0bd911eba7f7acde48001122,Where was the director of film Christopher Columbus – The Enigma born?,Porto,wiki
43ad02c20bde11eba7f7acde48001122,What nationality is George Randolph Hearst Iii's father?,United States,wiki
6e31773a0bd911eba7f7acde48001122,Where was the director of film Midnight Secrets born?,"Memphis, Tennessee",wiki
02102208088011ebbd6cac1f6bf848b6,"Who is younger, Thomas Praytor or Matthew Knox?",Matthew Knox,wiki
37f3bd380baf11ebab90acde48001122,Who is Karl Von Habsburg's paternal grandmother?,Zita of Bourbon-Parma,wiki
72bc6cfc0bdd11eba7f7acde48001122,Who is the spouse of the director of film Jaanbaaz?,Piya Sengupta,wiki
5b120c68089711ebbd77ac1f6bf848b6,Do both directors of films Mr. And Mrs. Iyer and Ponnu Veetukkaran have the same nationality?,yes,wiki
34ff3ed60bdc11eba7f7acde48001122,Which award the director of film Sazaa (1951 Film) got?,Filmfare Award,wiki
07e4bb220bde11eba7f7acde48001122,Which country the director of film November Criminals (Film) is from?,British,wiki
a9d68b0c0bdb11eba7f7acde48001122,What is the place of birth of Arne Selberg's father?,Flora,wiki
27f248f708c011ebbd8aac1f6bf848b6,"Which film has the director born later, The Night Of The Party or The Enchanted Valley?",The Night Of The Party,wiki
b8fab0b60bdd11eba7f7acde48001122,Where was the father of Princess Pauline Of Saxe-Weimar-Eisenach born?,Altenstein,wiki
f6721c9208fc11ebbdadac1f6bf848b6,"Are the movies Je Suis Né D'Une Cigogne and La Chair De L'Orchidée, from the same country?",yes,wiki
7b1fd9700bdc11eba7f7acde48001122,Where did the director of film American Gothic (2007 Film) graduate from?,University of Wisconsin,wiki
0f1b63fa0bde11eba7f7acde48001122,Where was the director of film The Chair (Film) born?,"Sydney, Australia",wiki
825b97ed08af11ebbd83ac1f6bf848b6,"Who was born first, Vytautas Straižys or Mirjam Polkunen?",Mirjam Polkunen,wiki
46bec9f308c111ebbd8bac1f6bf848b6,Are director of film Flatfoot In Africa and director of film California (1977 Film) from the same country?,yes,wiki
1687b82808ac11ebbd82ac1f6bf848b6,"Which film came out first, A Man Who Liked Funerals or Man Ki Jeet?",Man Ki Jeet,wiki
71e186ce0bdc11eba7f7acde48001122,What is the place of birth of the director of film Partners (1932 Film)?,"Petaluma, California",wiki
3441959e090f11ebbdadac1f6bf848b6,"Which film was released first, A Conspiracy Of Faith or Flirting In The Air?",Flirting In The Air,wiki
c096ef9e086d11ebbd62ac1f6bf848b6,Are Love Star and Petal (Band) both from the same country?,yes,wiki
d2dc2fda092311ebbdaeac1f6bf848b6,"Which album was released more recently, I Love To Sing The Songs I Sing or Frequencies From Planet Ten?",Frequencies From Planet Ten,wiki
c85f6a7b084e11ebbd56ac1f6bf848b6,"Which film has the director who died first, Invisible Ghost or Africa Texas Style?",Africa Texas Style,wiki
c5222c5c0bdd11eba7f7acde48001122,Which country Irina Pozdnyakova's husband is from?,Soviet Union,wiki
405499140bde11eba7f7acde48001122,Where did the director of film Garshom study?,"St. Thomas College, Thrissur",wiki
f96432dc0bdb11eba7f7acde48001122,What is the place of birth of the performer of song Proxy (Song)?,Amstelveen,wiki
6b850e0e0baf11ebab90acde48001122,"Who is Eleanor Of Portugal, Holy Roman Empress's maternal grandmother?",Eleanor of Alburquerque,wiki
74c3be7a0baf11ebab90acde48001122,Who is Euphrosyne Doukaina Kamatera's sibling-in-law?,Isaac II Angelos,wiki
71fa574f086711ebbd5eac1f6bf848b6,Are both The Bo-Weevils and Kulcha (Band) from the same country?,yes,wiki
eb3ff1900baf11ebab90acde48001122,Who is Thomas Lloyd-Mostyn's paternal grandfather?,"Edward Lloyd, 1st Baron Mostyn",wiki
9e0a6c700baf11ebab90acde48001122,Who is the father-in-law of Chiang Fang-Liang?,Chiang Kai-shek,wiki
fa3a16800baf11ebab90acde48001122,Who is the stepmother of Sinibaldo Ii Ordelaffi?,Barbara Manfredi,wiki
6d51cfcc0bde11eba7f7acde48001122,Which country Alfonso Ii Of Aragon's father is from?,County of Barcelona,wiki
c62ca325089b11ebbd78ac1f6bf848b6,"Which film has the director born first, Bay Of Angels or Main Street To Broadway?",Main Street To Broadway,wiki
4c7a03560bdd11eba7f7acde48001122,Where was the father of Princess Changping born?,Beijing,wiki
e3d2e2b00bae11ebab90acde48001122,"Who is the paternal grandmother of Edward Harley, 4Th Earl Of Oxford And Earl Mortimer?",Sarah Foley,wiki
fd85010a0bdd11eba7f7acde48001122,What is the place of birth of the director of film The Den (2013 Film)?,Madison,wiki
74c24c8c0bde11eba7f7acde48001122,"Where did the director of film I Love You, Beth Cooper (Film) graduate from?",Tisch,wiki
470e29a308cb11ebbd92ac1f6bf848b6,"Who is younger, Mart Van Duren or Madeleine Simms?",Mart Van Duren,wiki
83c0b2aa08e111ebbda2ac1f6bf848b6,"Which film has the director died later, Muthukkal Moondru or Three Desperate Men?",Muthukkal Moondru,wiki
173d2e8a08a311ebbd7bac1f6bf848b6,Do both directors of films Kaalapani and Leaving Home – The Life & Music Of Indian Ocean have the same nationality?,yes,wiki
b838d62f086711ebbd5eac1f6bf848b6,Are both A Girl Thing and Chocolate City (Film) from the same country?,yes,wiki
0a71ec9f08e511ebbda4ac1f6bf848b6,"Who was born earlier, Raúl Osorio or James B. Harris?",James B. Harris,wiki
5f177a0c089a11ebbd77ac1f6bf848b6,"Which film was released more recently, I Giorni Più Belli or Basic Instinct 2?",Basic Instinct 2,wiki
90ecd946085e11ebbd5cac1f6bf848b6,"Which film has the director who died first, I Sette Dell'Orsa Maggiore or Length Of War?",Length Of War,wiki
48138fd108d111ebbd95ac1f6bf848b6,"Which film has the director who died earlier, Aashiq Hoon Baharon Ka or Arena Of Fear?",Arena Of Fear,wiki
7b23bf7c08cb11ebbd92ac1f6bf848b6,"Did the movies Boynton Beach Club and The Conformist (1970 Film), originate from the same country?",no,wiki
ca8a1872084911ebbd55ac1f6bf848b6,"Which film has the director who was born earlier, Broadway Melody Of 1940 or A Slave Of Love?",Broadway Melody Of 1940,wiki
e21cc1ba0bdc11eba7f7acde48001122,Where was the director of film Say It In Russian born?,"Pemberton, New Jersey",wiki
e8e3f64a0bdb11eba7f7acde48001122,Where was the place of death of Duke Constantine Petrovich Of Oldenburg's mother?,Prague,wiki
12668d0c085311ebbd58ac1f6bf848b6,Are the directors of films Back To Back (1996 Film) and The White Hen both from the same country?,yes,wiki
aa0380a40bda11eba7f7acde48001122,When is Flavius Justus's father's birthday?,37,wiki
4f25444a0bdc11eba7f7acde48001122,Where was the director of film Sharks' Treasure born?,Hungarian,wiki
1803ea7a08c611ebbd90ac1f6bf848b6,"Who was born first, Colin Thatcher or Pavol Zemanovič?",Colin Thatcher,wiki
38f7f4d20bdd11eba7f7acde48001122,Where was the director of film The Ups And Downs Of A Handyman born?,Wallasey,wiki
16a549d40bb011ebab90acde48001122,Who is Mary Of Bourbon's paternal grandfather?,Francis,wiki
2802d6c40bdd11eba7f7acde48001122,Where did Dolores Hope's husband die?,Toluca Lake,wiki
a802de8e0bdb11eba7f7acde48001122,Who is the father of the director of film Being Flynn?,John Weitz,wiki
9fdcd5ce0baf11ebab90acde48001122,Who is the father-in-law of Juana Acosta?,Héctor Alterio,wiki
e6802e620bdd11eba7f7acde48001122,What is the place of birth of Leni Sinclair's husband?,"Flint, Michigan",wiki
7dbaf10a0bdd11eba7f7acde48001122,What is the place of birth of Mary Cyrene Burch Breckinridge's husband?,Lexington,wiki
3b5a4070089711ebbd76ac1f6bf848b6,"Which film has the director born later, Cheerleader Camp or Professor Marston And The Wonder Women?",Professor Marston And The Wonder Women,wiki
8a6610400bda11eba7f7acde48001122,Where was the place of death of the director of film Stella (1943 Film)?,Madrid,wiki
d3b69c1808c611ebbd91ac1f6bf848b6,Are both director of film Anna (2019 Film) and director of film The Road To Jenin from the same country?,yes,wiki
302aa8f9087811ebbd67ac1f6bf848b6,"Which film was released more recently, Bhanwarey or Harlem Nights?",Bhanwarey,wiki
65e02b320bdc11eba7f7acde48001122,Where does the director of film To Light A Candle (Film) work at?,Newsweek,wiki
de72114a0bdd11eba7f7acde48001122,"Which country John Ii, Duke Of Lorraine's father is from?",French,wiki
f8569b9c0bda11eba7f7acde48001122,Where was the place of burial of the director of film Juke Girl?,Forest Lawn Memorial Park,wiki
20245a760bde11eba7f7acde48001122,"Where was the place of death of Crato, Count Of Nassau-Saarbrücken's father?",Metz,wiki
98f15dfa08e611ebbda5ac1f6bf848b6,"Who is younger, Moses Harman or Isaac Deutscher?",Isaac Deutscher,wiki
e9ef97b708e911ebbda7ac1f6bf848b6,"Who is younger, Pier Celestino Gilardi or Robert Heetmøller?",Robert Heetmøller,wiki
2c79e174090d11ebbdadac1f6bf848b6,"Which film came out earlier, Storm Over Bengal or Rhodes Of Africa?",Rhodes Of Africa,wiki
14992e0a0bdb11eba7f7acde48001122,When was Hector Macpherson Jr.'s father born?,"April 22, 1875",wiki
9e506db00bdc11eba7f7acde48001122,Who is the mother of the director of film Brenda Brave?,Käbi Laretei,wiki
4ac069e408ac11ebbd82ac1f6bf848b6,"Which film has the director who was born first, I'Ll Stick To You or Alone (2008 Film)?",I'Ll Stick To You,wiki
e2c19fd80bae11ebab90acde48001122,Who is the paternal grandfather of Lady Helen Taylor?,"Prince George, Duke of Kent",wiki
c27b592008b411ebbd88ac1f6bf848b6,"Who is younger, Luciano Tajoli or Mattia Trianni?",Mattia Trianni,wiki
68e304160bdd11eba7f7acde48001122,Where was the mother of Desiderata Of The Lombards born?,Brescia,wiki
00a68bf208cc11ebbd93ac1f6bf848b6,Do both films Cool Blue and Legend Of The Ancient Sword have the directors that share the same nationality?,yes,wiki
47a9872a0bdd11eba7f7acde48001122,Where was the place of death of the director of film Under The Tonto Rim (1928 Film)?,Long Island,wiki
a3ec33780bda11eba7f7acde48001122,Which country the director of film Nemesis 4: Death Angel is from?,America,wiki
aa0753520bdd11eba7f7acde48001122,Where was the place of death of Aldetrude's mother?,Mons,wiki
eeafddd00bdd11eba7f7acde48001122,Where was the editor of magazine Piauí (Magazine) born?,Rio de Janeiro,wiki
0cc0c339084911ebbd55ac1f6bf848b6,"Are both films, The Perfect Specimen and Finders Keepers (1984 Film) had the same director?",no,wiki
311655360bda11eba7f7acde48001122,What is the place of birth of Kaarin Fairfax's husband?,Adelaide,wiki
361644f00bdb11eba7f7acde48001122,"Where was the director of film Heaven, We Inherit A Castle born?",Elberfeld,wiki
3b76b5c80bdc11eba7f7acde48001122,"What nationality is the performer of song Daddy, Come Home?",United States,wiki
f491b33e0bda11eba7f7acde48001122,What is the award that the director of film The Last Night Of The Barbary Coast got?,Jean Hersholt Humanitarian Award,wiki
828b24a4094b11ebbdaeac1f6bf848b6,"Which film was released earlier, Komaligal or Times Of Joy And Sorrow?",Times Of Joy And Sorrow,wiki
c6d8aee7091311ebbdadac1f6bf848b6,"Which film came out first, King Rikki or De-Lovely?",King Rikki,wiki
25d5f7380bdc11eba7f7acde48001122,What is the place of birth of Prince Moriyoshi's father?,Kyoto,wiki
acfd28ca094b11ebbdaeac1f6bf848b6,"Which film was released earlier, Narco Cultura or Deuxième Vie?",Deuxième Vie,wiki
b8e0d8400baf11ebab90acde48001122,Who is Archduchess Maria Of Austria (1584–1649)'s paternal grandfather?,"Ferdinand I, Holy Roman Emperor",wiki
69579e800baf11ebab90acde48001122,Who is the mother of Agnes Of Hohenstaufen?,Irmengard of Henneberg,wiki
3717c0600bde11eba7f7acde48001122,Where did Prince Gustav Of Thurn And Taxis (1848–1914)'s mother die?,Meran,wiki
ecf60ef708c711ebbd91ac1f6bf848b6,"Who is younger, Bence Sipos or Jochen Eigenherr?",Bence Sipos,wiki
bd25355e0baf11ebab90acde48001122,Who is the maternal grandfather of Marie Thérèse Of France?,"Francis I, Holy Roman Emperor",wiki
ea294116094111ebbdaeac1f6bf848b6,"Which album was released first, Don'T Freak Me Out or Love & War (Barlowgirl Album)?",Don'T Freak Me Out,wiki
ea1fc06c0bda11eba7f7acde48001122,Where does Karin Stoltenberg's husband work at?,United Nations,wiki
6d1fa90e086711ebbd5eac1f6bf848b6,Who was born first out of Lyubomira Kazanova and Nadia Min Dern Heng?,Nadia Min Dern Heng,wiki
6b383a8c0bde11eba7f7acde48001122,What is the date of death of Joseph Martin (1726–1776)'s father?,1767,wiki
f643f9180bd911eba7f7acde48001122,What is the place of birth of the director of film Francisca (Film)?,Porto,wiki
c03620360bdd11eba7f7acde48001122,Where was the place of burial of Pellegrinus I Of Aquileia's father?,monastery of Rosazzo,wiki
6d7b4b1308dd11ebbd9dac1f6bf848b6,"Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears? ",Season Of Strangers,wiki
ce103d440bd911eba7f7acde48001122,Where was the director of film Veera Thalattu born?,Theni,wiki
192b160e093311ebbdaeac1f6bf848b6,"Which film was released more recently, Hollow Point or Ploy?",Ploy,wiki
6a8b28c00bb011ebab90acde48001122,"Who is the paternal grandmother of Esmé Stewart, 3Rd Duke Of Lennox?",Anne de la Queuille,wiki
15bb405608da11ebbd9cac1f6bf848b6,"Who has more scope of profession, Amir Hossein Arman or Inbakavi?",Amir Hossein Arman,wiki
86b7e74808e211ebbda4ac1f6bf848b6,"Which film came out earlier, Dis-Moi Qui Tuer or Under The Hawthorn Tree (Film)?",Dis-Moi Qui Tuer,wiki
2f6aa3ba0bb011ebab90acde48001122,Who is Adolf Viii Of Berg's paternal grandfather?,"Henry IV, Duke of Limburg",wiki
66bcc7520bde11eba7f7acde48001122,"What is the date of death of Leo Iii, King Of Armenia's father?",23 July 1298,wiki
f7e10cee0bdd11eba7f7acde48001122,Where was the place of death of William F. De Saussure's father?,"Columbia, SC",wiki
29524701085711ebbd5aac1f6bf848b6,"Which film has the director who died first, Karin Daughter Of Ingmar or The Man In The Trunk?",The Man In The Trunk,wiki
b56460f00bdd11eba7f7acde48001122,What nationality is Murchad Mac Briain's father?,Munster,wiki
2227aa320bdc11eba7f7acde48001122,What is the place of birth of the director of film Requirements To Be A Normal Person?,Barcelona,wiki
c787a5cc08a811ebbd7fac1f6bf848b6,"Which film has the director who died earlier, Cyclone Of The Saddle or Tenth Avenue Kid?",Cyclone Of The Saddle,wiki
e34899f408aa11ebbd80ac1f6bf848b6,"Which film has the director who died later, The Hellions or Hum Kaun Hai??",Hum Kaun Hai?,wiki
43fedada095511ebbdaeac1f6bf848b6,"Which film was released first, Las Tecnologías Pesqueras or Don Cesare Di Bazan?",Don Cesare Di Bazan,wiki
f1a794f20bdc11eba7f7acde48001122,What nationality is Lamprocles's father?,Athenian,wiki
d400bea80bda11eba7f7acde48001122,Where was the director of film Top Of The Form (Film) born?,London,wiki
5d3f9cb5088611ebbd6dac1f6bf848b6,"Which film has the director who died later, Revenge Of The Snakes or The Colditz Story?",The Colditz Story,wiki
e8aad7f8089711ebbd77ac1f6bf848b6,"Which film has the director who was born first, Roberto Carlos E O Diamante Cor-De-Rosa or Fame (2009 Film)?",Roberto Carlos E O Diamante Cor-De-Rosa,wiki
981f1da9087111ebbd63ac1f6bf848b6,"Who lived longer, Amos Tuck or Hans Döbrich?",Amos Tuck,wiki
6584189108fa11ebbdacac1f6bf848b6,Are La Minorenne and The Lovers (1946 Film) both from the same country?,yes,wiki
8e9ecf6208e211ebbda4ac1f6bf848b6,Was Beth Underhill or Bryan Pamba born first?,Beth Underhill,wiki
04414a4e0bde11eba7f7acde48001122,What is the place of birth of Austin Peralta's father?,Venice,wiki
b3939df20bda11eba7f7acde48001122,Where was the director of film Father And The Boys born?,New Brunswick,wiki
882f660e0bdb11eba7f7acde48001122,What nationality is the composer of song Right To Dream?,America,wiki
3733d61a0bde11eba7f7acde48001122,What nationality is the director of film 3096 Days?,American,wiki
e2376e480bdc11eba7f7acde48001122,Where was the place of death of the director of film Nobody'S Children (1951 Film)?,Rome,wiki
b9a391dc0baf11ebab90acde48001122,"Who is the paternal grandfather of David Carnegie, 10Th Earl Of Northesk?","William Carnegie, 8th Earl of Northesk",wiki
b2f6b93b087711ebbd67ac1f6bf848b6,"Who was born later, Ernst Heinrich Karl Von Dechen or Lee Kyung-Hwan?",Lee Kyung-Hwan,wiki
62a221580bde11eba7f7acde48001122,What is the cause of death of Bushra Al-Assad's mother?,illness,wiki
afa00642089f11ebbd78ac1f6bf848b6,"Which museum was founded first, Cullman County Museum or Museu Da Inconfidência?",Museu Da Inconfidência,wiki
cc5ac9fe0bdb11eba7f7acde48001122,Where was the director of film Kummi Paattu born?,Theni,wiki
deea8eb80bdd11eba7f7acde48001122,Where was the place of burial of Lady Philippa Stewart's mother?,Fitzalan Chapel,wiki
30bdb3b40bde11eba7f7acde48001122,What nationality is Judith Of Habsburg's father?,Austria,wiki
42c845060bde11eba7f7acde48001122,"Where was the place of death of Charles I, Count Of Nevers's father?",Battle of Agincourt,wiki
796ee8ae0bb011ebab90acde48001122,"Who is John Kennedy, 5Th Earl Of Cassilis's paternal grandfather?","Gilbert Kennedy, 3rd Earl of Cassilis",wiki
02323884085611ebbd59ac1f6bf848b6,Were Lisa Emery and Sholom Secunda of the same nationality?,yes,wiki
dff80f300bdb11eba7f7acde48001122,What is the date of death of Casimir I Of Kuyavia's father?,31 August 1247,wiki
ac3e7fc3093711ebbdaeac1f6bf848b6,"Which film came out earlier, Testament Of Orpheus or Wandering Fires?",Wandering Fires,wiki
d8e2bd0c093911ebbdaeac1f6bf848b6,"Which album came out earlier, Tha Carter Iii or Rings Around The World?",Rings Around The World,wiki
7bc8c0760bdc11eba7f7acde48001122,Where did the director of film Holiday Affair die?,"Palm Springs, California",wiki
1e9af9e00bdd11eba7f7acde48001122,Where was the performer of song High (Knut Anders Sørum Song) born?,Østre Toten,wiki
4363f1a00bdd11eba7f7acde48001122,Who is the spouse of the director of film A Bill Of Divorcement (1940 Film)?,Maureen O'Sullivan,wiki
9ab545800bdd11eba7f7acde48001122,What is the place of birth of the performer of song Today I Started Loving You Again?,Bakersfield,wiki
401541c40bde11eba7f7acde48001122,What is the place of birth of the director of film Up And Down (1965 Film)?,Rome,wiki
6e5ca27c08cb11ebbd92ac1f6bf848b6,"Which film has the director died later, Vamsa Vruksham or Conqueror Of Atlantis?",Vamsa Vruksham,wiki
1c884ef208a211ebbd7aac1f6bf848b6,"Who was born later, Alena Stolzová or Ibrahim Al-Saqqar?",Ibrahim Al-Saqqar,wiki
c35b8abd08c711ebbd91ac1f6bf848b6,"Which film whose director was born first, Thieves Like Us (Film) or Gunman'S Walk?",Gunman'S Walk,wiki
f325411c0bdc11eba7f7acde48001122,Where was the place of death of Johanna Sibylla Of Hanau-Lichtenberg's mother?,Bouxwiller,wiki
2f7b989a0bde11eba7f7acde48001122,Which country Anna Jagiellon's mother is from?,Duchy of Milan,wiki
1ad3605808cd11ebbd93ac1f6bf848b6,"Which film whose director is younger, Yalkae, A Joker In High School or Mostar Round-Trip?",Mostar Round-Trip,wiki
b1d520f2087011ebbd63ac1f6bf848b6,"Do both films, La Aventura De Los Paraguas Asesinos and Arm In Arm Down The Street (1966 Film), have the directors who are from the same country?",yes,wiki
5e0cffd60bda11eba7f7acde48001122,What is the place of birth of Pompeia Plotina's husband?,Italica,wiki
f06252fc0bdd11eba7f7acde48001122,Which award the performer of song You Changed Me won?,Best Actor,wiki
600eac52085c11ebbd5cac1f6bf848b6,"Which film has the director born first, Lust And Revenge or Ambush Trail?",Ambush Trail,wiki
67a6a97e0bdb11eba7f7acde48001122,What nationality is Iulla Antonia's father?,ancient Rome,wiki
1fc14b400bdc11eba7f7acde48001122,Where was the place of death of Linda Miller (Actress)'s husband?,Scranton,wiki
ab421cf008b511ebbd88ac1f6bf848b6,"Which film has the director who died first, Sons Of Bitches or Di Che Segno Sei??",Di Che Segno Sei?,wiki
e6435d1c0baf11ebab90acde48001122,Who is Princess Luise Dorothea Of Prussia's maternal grandfather?,"William VI, Landgrave of Hesse-Kassel",wiki
642b190c0bda11eba7f7acde48001122,Who is the spouse of the director of film The Invisible Menace?,Maureen O'Sullivan,wiki
41b416a00bb011ebab90acde48001122,Who is the paternal grandfather of Catherine Of Masovia?,"Siemowit III, Duke of Masovia",wiki
4126d0220bda11eba7f7acde48001122,What nationality is the director of film The Tower Of Lies?,Swedish,wiki
d3c5ad20084911ebbd55ac1f6bf848b6,"Which film whose director is younger, Vi Hade I Alla Fall Tur Med Vädret – Igen or Noon Sunday?",Vi Hade I Alla Fall Tur Med Vädret – Igen,wiki
4bf49fbb086b11ebbd5fac1f6bf848b6,"Did the bands The Mess Hall and Flotsam Jetsam (Band), originate from the same country?",yes,wiki
897694360bb011ebab90acde48001122,Who is the paternal grandfather of King Zhao Of Wei?,King Hui of Wei,wiki
421c46760bb011ebab90acde48001122,Who is the maternal grandfather of Princess Louise Of Belgium?,"Archduke Joseph, Palatine of Hungary",wiki
49aaa2fa08ab11ebbd82ac1f6bf848b6,"Which film has the director died earlier, The Girl From Mexico or Morecambe Church Lads' Brigade At Drill?",Morecambe Church Lads' Brigade At Drill,wiki
09447a1008c911ebbd92ac1f6bf848b6,"Which film has the director died earlier, The Gaucho War or Daphne And The Diplomat?",Daphne And The Diplomat,wiki
6a6d24740bb011ebab90acde48001122,Who is the paternal grandmother of Princess Elisabeth Of Saxe-Altenburg (1826–1896)?,Duchess Charlotte Georgine of Mecklenburg-Strelitz,wiki
0458640a0bdd11eba7f7acde48001122,What is the cause of death of Alex Matthiessen's father?,leukemia,wiki
5936b2920bb011ebab90acde48001122,Who is Balian Of Ibelin (1240–1302)'s paternal grandfather?,"John of Ibelin, the Old Lord of Beirut",wiki
ffee87e20bae11ebab90acde48001122,"Who is Joanna Of Austria, Princess Of Portugal's husband?","João Manuel, Prince of Portugal",wiki
1c7876600bb011ebab90acde48001122,"Who is the paternal grandmother of Henry Iii, Count Of Bar?",Philippa of Dreux,wiki
